label,intensidade,simetria
0,116.3921568627451,262.7921568627451
0,122.2392156862745,300.79999999999995
0,151.91764705882352,285.9450980392157
0,142.04705882352943,290.4
0,129.10196078431372,312.48627450980393
0,122.84705882352941,259.59215686274507
0,154.10588235294117,299.1372549019608
0,127.88627450980393,241.14509803921567
0,145.53725490196078,269.9764705882353
0,131.93333333333334,278.7607843137255
0,133.1843137254902,274.3843137254902
0,138.37254901960785,230.19607843137254
0,123.70588235294117,286.5254901960784
0,128.37254901960785,301.9921568627451
0,141.23529411764707,243.35686274509806
0,134.1607843137255,247.67058823529413
0,141.5686274509804,232.98823529411766
0,133.30196078431374,309.01960784313724
0,142.22745098039215,275.0274509803922
0,153.62745098039215,291.9372549019608
0,133.7686274509804,236.26666666666665
0,123.87450980392157,282.5098039215686
0,139.81176470588235,250.99607843137255
0,129.75294117647059,262.65098039215684
0,125.86666666666666,312.9568627450981
0,150.40392156862745,311.05882352941177
0,152.46274509803922,306.5098039215686
0,123.43137254901961,236.62745098039215
0,130.93725490196078,315.15294117647056
0,115.31764705882352,284.12549019607843
0,143.68235294117648,244.4392156862745
0,124.23529411764706,253.22352941176473
0,129.1921568627451,271.7803921568627
0,114.32941176470588,261.80392156862746
0,124.26274509803922,253.2078431372549
0,115.89803921568627,289.1294117647059
0,136.45490196078433,279.4039215686274
0,138.24705882352941,261.4901960784314
0,152.5843137254902,294.6823529411765
0,121.54509803921569,299.81176470588235
0,118.07843137254902,303.71764705882356
0,121.3529411764706,247.35686274509803
0,128.41960784313724,263.54509803921565
0,137.6235294117647,317.22352941176473
0,118.29019607843138,252.7058823529412
0,127.19607843137256,306.98039215686276
0,123.91764705882353,279.4980392156863
0,153.04705882352943,258.3529411764706
0,138.45882352941177,289.6156862745098
0,128.61960784313726,237.1764705882353
0,130.3686274509804,302.3686274509804
0,129.7019607843137,294.61960784313726
0,119.60392156862746,259.16862745098035
0,157.2941176470588,269.9607843137255
0,145.6705882352941,239.5137254901961
0,128.2235294117647,262.7921568627451
0,140.23529411764707,296.17254901960786
0,132.1764705882353,308.9098039215686
0,140.8,293.50588235294117
0,156.6156862745098,268.721568627451
0,121.18039215686275,262.11764705882354
0,120.43137254901961,299.8588235294118
0,155.8,295.4196078431372
0,134.85882352941175,252.156862745098
0,140.10196078431372,275.43529411764706
0,121.94117647058823,270.29019607843134
0,150.58039215686276,255.6392156862745
0,133.38039215686274,259.9529411764706
0,156.13333333333333,267.2313725490196
0,140.97254901960784,266.11764705882354
0,120.8078431372549,263.6078431372549
0,118.05098039215686,258.03921568627453
0,145.01176470588234,267.21568627450984
0,134.07450980392156,275.4980392156863
0,157.06666666666666,270.49411764705883
0,118.07058823529412,269.6
0,151.58039215686276,260.0627450980392
0,141.21960784313725,285.9764705882353
0,128.35686274509803,314.9019607843137
0,122.03529411764706,280.3764705882353
0,112.87843137254902,275.34117647058827
0,144.90980392156862,244.23529411764707
0,128.31764705882352,313.50588235294117
0,138.2156862745098,256.70588235294116
0,142.37254901960785,294.5254901960784
0,122.27058823529411,255.04313725490198
0,118.69411764705882,261.50588235294117
0,136.27058823529413,294.7607843137255
0,120.58431372549019,307.2941176470588
0,124.71764705882353,259.6392156862745
0,138.30196078431374,300.0
0,148.33333333333334,276.3764705882353
0,124.49411764705883,238.72941176470587
0,130.05882352941177,306.5882352941177
0,148.8078431372549,241.41176470588235
0,121.41176470588235,266.5882352941177
0,151.4156862745098,264.94117647058823
0,158.1921568627451,281.53725490196075
0,138.41960784313724,233.9294117647059
0,143.93725490196078,308.61176470588236
0,131.27843137254902,270.2117647058824
0,138.98039215686273,283.7803921568627
0,118.73725490196078,270.16470588235296
0,150.4470588235294,310.321568627451
0,142.6,242.54117647058825
0,142.25098039215686,253.67843137254903
0,142.93333333333334,294.0549019607843
0,120.61960784313726,273.38039215686274
0,154.82745098039214,261.30196078431374
0,150.90588235294118,265.9294117647059
0,114.95294117647059,292.0156862745098
0,130.2980392156863,268.4549019607843
0,151.1607843137255,240.64313725490194
0,119.25882352941177,259.70196078431377
0,131.33333333333334,271.16862745098035
0,140.98431372549018,236.3294117647059
0,145.06274509803922,285.035294117647
0,118.10196078431373,278.65098039215684
0,114.87450980392157,295.95294117647063
0,150.49411764705883,297.00392156862745
0,144.73333333333332,306.6823529411765
0,121.52549019607844,246.7764705882353
0,144.4156862745098,247.59215686274513
0,149.01568627450982,287.37254901960785
0,131.61960784313726,285.5529411764706
0,128.05098039215687,241.6627450980392
0,116.05098039215686,267.51372549019607
0,155.35294117647058,253.6313725490196
0,131.68235294117648,311.02745098039213
0,155.05882352941177,284.9568627450981
0,142.53333333333333,257.72549019607845
0,137.32549019607842,269.53725490196075
0,126.80392156862744,233.01960784313724
0,126.07843137254902,243.82745098039214
0,142.57647058823528,287.4039215686274
0,135.75294117647059,261.81960784313725
0,136.57647058823528,308.48627450980393
0,125.7607843137255,286.0549019607843
0,145.64313725490197,271.5294117647059
0,143.05882352941177,244.8313725490196
0,128.13725490196077,251.30980392156863
0,152.58039215686276,267.4980392156863
0,115.00784313725491,288.48627450980393
0,144.74117647058824,312.5176470588235
0,131.06274509803922,289.0509803921569
0,152.6,297.80392156862746
0,147.0705882352941,317.01960784313724
0,152.7019607843137,262.0392156862745
0,127.7764705882353,264.3921568627451
0,137.72549019607843,315.1372549019608
0,124.32941176470588,299.9372549019608
0,141.65882352941176,307.89019607843136
0,129.3921568627451,262.1333333333333
0,138.25098039215686,309.9607843137255
0,147.70980392156864,264.18823529411765
0,144.0392156862745,236.15686274509804
0,121.99215686274509,295.2941176470588
0,135.31764705882352,288.90980392156865
0,137.8392156862745,255.7019607843137
0,121.03137254901961,307.79607843137256
0,133.45490196078433,310.98039215686276
0,150.3294117647059,301.58431372549023
0,141.1607843137255,244.8470588235294
0,123.72941176470589,298.3686274509804
0,133.8235294117647,297.678431372549
0,156.06666666666666,284.47058823529414
0,141.0392156862745,260.156862745098
0,117.2156862745098,297.4588235294118
0,158.85098039215686,284.61176470588236
0,133.69803921568626,322.0078431372549
0,137.07843137254903,319.41960784313727
0,122.81176470588235,309.06666666666666
0,129.6392156862745,288.6745098039216
0,140.53333333333333,285.14509803921567
0,125.74117647058823,238.8392156862745
0,149.84313725490196,300.156862745098
0,120.2,272.8627450980392
0,126.50588235294117,291.74901960784314
0,153.25882352941176,273.39607843137253
0,140.16862745098038,286.55686274509804
0,122.13333333333334,296.97254901960787
0,149.94509803921568,263.79607843137256
0,145.86666666666667,246.14901960784314
0,125.21960784313725,289.2862745098039
0,125.87058823529412,296.156862745098
0,136.06666666666666,276.5490196078431
0,124.8156862745098,269.2078431372549
0,122.8156862745098,260.18823529411765
0,126.2078431372549,261.678431372549
0,128.2627450980392,298.3529411764706
0,124.43529411764706,309.80392156862746
0,131.27843137254902,287.4666666666667
0,125.32941176470588,256.0627450980392
0,133.28235294117647,245.9921568627451
0,119.53725490196078,308.1725490196078
0,135.09411764705882,255.9843137254902
0,136.3843137254902,276.7372549019608
0,120.86666666666666,272.3137254901961
0,112.5921568627451,271.43529411764706
0,127.23137254901961,317.2392156862745
0,129.87058823529412,301.52156862745096
0,154.0705882352941,273.74117647058824
0,119.60392156862746,305.9921568627451
0,124.8078431372549,309.4745098039216
0,126.71372549019608,274.66666666666663
0,152.0705882352941,262.7294117647059
0,115.95686274509804,275.74901960784314
0,146.38823529411764,288.7529411764706
0,130.2980392156863,319.6235294117647
0,134.53725490196078,291.02745098039213
0,117.67843137254901,274.1333333333333
0,124.19607843137256,293.0509803921569
0,132.0,235.46666666666667
0,119.69411764705882,262.47843137254904
0,120.98823529411764,298.2117647058824
0,140.69019607843137,283.73333333333335
0,139.04705882352943,237.06666666666666
0,133.99607843137255,267.0745098039216
0,112.74509803921569,271.3254901960785
0,134.10196078431372,294.0078431372549
0,120.07843137254902,263.05882352941177
0,118.58823529411765,280.69019607843137
0,148.69803921568626,288.65882352941173
0,143.26666666666668,263.29411764705884
0,119.72156862745098,298.1647058823529
0,136.78039215686275,320.97254901960787
0,137.06666666666666,234.99607843137255
0,146.07450980392156,243.30980392156863
0,119.94901960784314,271.4823529411765
0,154.01960784313727,289.75686274509803
0,134.08235294117648,299.07450980392156
0,143.22745098039215,252.70588235294116
0,128.38823529411764,232.75294117647059
0,145.49019607843138,296.0313725490196
0,131.05490196078432,244.04705882352943
0,132.65490196078431,256.0627450980392
0,139.30980392156863,298.69803921568626
0,120.61960784313726,290.61960784313726
0,127.29019607843138,258.99607843137255
0,151.54901960784315,298.2274509803922
0,146.79607843137254,252.18823529411765
0,145.4078431372549,318.2117647058824
0,116.03921568627452,271.81176470588235
0,117.3921568627451,253.9764705882353
0,131.07843137254903,253.89803921568628
0,132.6156862745098,259.67058823529413
0,138.09019607843138,233.9137254901961
0,115.87843137254902,270.4313725490196
0,144.53333333333333,295.7803921568627
0,139.2156862745098,262.3843137254902
0,151.2549019607843,266.2901960784314
0,138.0313725490196,245.41176470588238
0,144.54901960784315,260.2980392156863
0,123.04313725490196,294.0549019607843
0,139.36470588235295,276.2352941176471
0,136.72156862745098,266.4313725490196
0,127.13333333333334,268.6901960784314
0,152.1607843137255,287.921568627451
0,140.22745098039215,263.73333333333335
0,131.6156862745098,288.62745098039215
0,143.9764705882353,278.321568627451
0,128.9764705882353,305.1921568627451
0,130.28235294117647,297.7725490196078
0,132.07843137254903,233.00392156862745
0,149.3843137254902,304.3450980392157
0,118.6313725490196,303.30980392156863
0,119.37647058823529,243.68627450980392
0,151.32156862745097,272.6745098039216
0,132.10980392156864,314.71372549019605
0,124.74901960784314,280.64313725490194
0,140.05882352941177,301.0980392156863
0,127.72941176470589,254.61960784313726
0,152.07450980392156,278.7294117647059
0,139.49803921568628,267.74901960784314
0,120.28627450980392,280.0313725490196
0,150.19607843137254,259.278431372549
0,133.07450980392156,280.98823529411766
0,140.29019607843136,267.02745098039213
0,131.12156862745098,260.2196078431373
0,127.90588235294118,286.99607843137255
0,117.74117647058823,255.23137254901962
0,122.44705882352942,279.2627450980392
0,153.0313725490196,283.59215686274507
0,148.3607843137255,308.8941176470588
0,136.15686274509804,229.80392156862746
0,154.18823529411765,279.2470588235294
0,130.78823529411764,249.6470588235294
0,131.85098039215686,237.521568627451
0,122.62745098039215,274.7450980392157
0,122.30196078431372,243.52941176470588
0,142.28235294117647,292.56470588235294
0,126.8156862745098,235.87450980392157
0,137.26666666666668,296.2352941176471
0,120.8,254.57254901960783
0,140.31372549019608,291.1843137254902
0,126.32156862745099,318.77647058823527
0,132.4156862745098,277.7098039215686
0,138.6156862745098,305.44313725490196
0,126.89803921568627,313.42745098039217
0,158.4078431372549,286.8078431372549
0,135.69019607843137,254.25882352941176
0,142.86666666666667,239.04313725490198
0,121.3921568627451,279.9372549019608
0,153.54901960784315,260.47058823529414
0,130.9686274509804,293.72549019607845
0,139.67843137254903,278.99607843137255
0,120.05098039215686,305.74117647058824
0,143.94509803921568,286.19607843137254
0,136.19607843137254,263.29411764705884
0,122.61176470588235,295.5450980392157
0,136.12941176470588,235.67058823529413
0,128.2078431372549,262.9019607843137
0,126.12156862745098,255.95294117647057
0,137.25098039215686,238.93333333333334
0,146.13333333333333,242.57254901960783
0,120.61960784313726,287.121568627451
0,135.94117647058823,295.7647058823529
0,149.71372549019608,290.60392156862747
0,149.67843137254903,293.4745098039216
0,124.89411764705882,285.28627450980395
0,146.75686274509803,252.8941176470588
0,145.94509803921568,283.51372549019607
0,137.27058823529413,317.53725490196075
0,144.2980392156863,259.71764705882356
0,129.21176470588236,309.52156862745096
0,118.52549019607844,269.0509803921569
0,128.92156862745097,240.59607843137255
0,116.48627450980392,257.83529411764704
0,150.1137254901961,246.19607843137254
0,124.66666666666667,302.9490196078432
0,147.3372549019608,283.35686274509806
0,139.3607843137255,309.39607843137253
0,129.1137254901961,320.5019607843137
0,154.56470588235294,286.3529411764706
0,127.2078431372549,313.94509803921574
0,120.69803921568628,247.45098039215685
0,139.2941176470588,231.5450980392157
0,148.0705882352941,301.8196078431373
0,128.45490196078433,252.3450980392157
0,140.52549019607844,276.20392156862744
0,140.74901960784314,271.89019607843136
0,130.96470588235294,302.19607843137254
0,136.64313725490197,299.7803921568627
0,128.12549019607843,277.39607843137253
0,136.63529411764705,271.3411764705882
0,124.19607843137256,287.38823529411764
0,126.6470588235294,308.078431372549
0,133.1607843137255,252.95686274509805
0,136.18039215686275,295.7960784313725
0,121.87843137254902,299.5764705882353
0,131.8156862745098,236.50196078431372
0,126.03529411764706,299.52941176470586
0,113.76470588235294,287.6549019607843
0,120.09019607843138,277.58431372549023
0,115.72156862745098,255.9529411764706
0,142.1450980392157,286.61960784313726
0,131.41960784313724,239.43529411764706
0,137.51372549019607,255.67058823529413
0,124.29411764705883,250.4313725490196
0,136.06274509803922,277.5686274509804
0,113.51372549019608,268.5019607843137
0,135.0,239.60784313725492
0,150.91372549019607,305.9137254901961
0,139.94901960784313,275.54509803921565
0,131.1764705882353,273.9607843137255
0,114.94117647058823,276.3137254901961
1,44.70196078431373,138.54117647058825
1,59.85098039215686,166.8862745098039
1,48.55294117647059,158.0862745098039
1,69.43529411764706,145.75686274509803
1,51.54117647058823,169.2235294117647
1,46.674509803921566,160.8
1,48.09803921568628,158.16470588235296
1,46.819607843137256,156.28235294117647
1,56.51764705882353,158.0235294117647
1,63.15294117647059,125.72549019607843
1,48.02745098039216,155.57647058823528
1,47.8235294117647,164.32941176470587
1,52.227450980392156,139.41960784313727
1,48.12549019607843,145.77254901960782
1,60.870588235294115,139.4823529411765
1,48.831372549019605,157.6627450980392
1,52.64705882352941,145.33333333333334
1,53.78431372549019,151.05882352941177
1,45.94117647058823,151.30980392156863
1,63.63529411764706,147.01176470588234
1,51.627450980392155,164.17254901960786
1,54.95294117647059,136.56470588235294
1,54.090196078431376,148.23529411764707
1,58.13725490196079,178.50980392156862
1,57.14509803921569,168.3607843137255
1,47.61176470588235,131.93725490196078
1,57.45490196078431,163.5921568627451
1,54.79607843137255,129.05098039215687
1,50.188235294117646,164.83137254901962
1,66.10196078431373,139.04313725490198
1,49.48627450980392,147.65490196078431
1,58.04705882352941,174.94901960784313
1,60.21568627450981,163.1529411764706
1,45.917647058823526,157.9294117647059
1,49.32941176470588,126.99607843137255
1,66.89019607843137,119.04313725490196
1,67.90588235294118,171.2627450980392
1,57.16078431372549,171.7019607843137
1,46.48235294117647,132.61176470588236
1,57.450980392156865,176.21960784313725
1,52.227450980392156,141.2549019607843
1,44.37647058823529,144.28235294117647
1,46.8078431372549,157.9137254901961
1,55.772549019607844,149.53725490196078
1,50.870588235294115,124.4078431372549
1,60.10588235294118,140.4078431372549
1,46.674509803921566,131.09019607843138
1,62.015686274509804,131.7019607843137
1,64.49803921568628,165.2235294117647
1,48.07058823529412,161.6156862745098
1,51.56078431372549,143.1058823529412
1,47.549019607843135,131.89019607843136
1,60.384313725490195,144.21960784313725
1,45.490196078431374,157.23921568627452
1,49.1921568627451,168.09411764705882
1,68.68627450980392,128.42352941176472
1,53.47843137254902,159.24705882352941
1,44.64313725490196,141.67843137254903
1,46.14509803921569,150.8392156862745
1,56.48627450980392,161.6
1,65.34901960784313,145.34901960784316
1,52.52549019607843,163.81176470588235
1,50.51764705882353,123.02745098039216
1,62.47450980392157,140.47058823529412
1,57.509803921568626,173.86666666666667
1,51.1921568627451,148.69019607843137
1,61.44313725490196,170.71372549019608
1,57.21176470588235,140.97254901960784
1,53.188235294117646,158.4470588235294
1,57.43921568627451,142.41568627450982
1,65.30980392156863,129.30196078431374
1,68.72549019607843,170.90196078431373
1,48.745098039215684,164.59607843137255
1,51.16470588235294,138.24313725490197
1,55.03137254901961,166.0862745098039
1,65.94509803921568,149.60000000000002
1,68.78039215686275,152.8470588235294
1,69.49411764705883,131.2941176470588
1,69.25098039215686,121.94509803921568
1,55.44705882352941,130.60392156862747
1,55.70980392156863,126.4
1,56.25098039215686,162.4627450980392
1,54.333333333333336,164.04705882352943
1,67.25490196078431,124.28235294117647
1,44.69803921568627,145.7098039215686
1,49.72156862745098,154.91764705882352
1,48.615686274509805,143.32549019607842
1,46.462745098039214,138.32156862745097
1,51.976470588235294,136.0313725490196
1,50.568627450980394,134.19607843137254
1,62.705882352941174,128.70588235294116
1,49.023529411764706,164.06274509803922
1,64.49019607843137,134.3372549019608
1,53.772549019607844,175.46666666666664
1,65.03529411764706,173.521568627451
1,70.10980392156863,141.53725490196078
1,48.93333333333333,161.30196078431374
1,51.77647058823529,140.0313725490196
1,53.27450980392157,134.0078431372549
1,57.14901960784314,128.18823529411765
1,46.64313725490196,133.39607843137253
1,57.23529411764706,172.86274509803923
1,60.27843137254902,171.02745098039216
1,50.16470588235294,169.86666666666667
1,44.254901960784316,151.43529411764706
1,57.529411764705884,152.0156862745098
1,54.07450980392157,172.8
1,66.30588235294118,170.3843137254902
1,46.247058823529414,144.92549019607844
1,65.70588235294117,129.5843137254902
1,65.2392156862745,176.92549019607844
1,66.97254901960784,125.58431372549019
1,51.73725490196078,143.01176470588234
1,60.949019607843134,169.41176470588235
1,72.89019607843137,155.87450980392157
1,55.94117647058823,154.8078431372549
1,56.31372549019608,145.94509803921568
1,55.043137254901964,125.05098039215687
1,52.26274509803922,162.16470588235293
1,49.8235294117647,165.01960784313724
1,59.384313725490195,139.41960784313727
1,54.694117647058825,143.90588235294118
1,46.23137254901961,153.78823529411764
1,64.4,137.7098039215686
1,59.01176470588236,135.41960784313727
1,46.20392156862745,158.27450980392157
1,49.56078431372549,128.86274509803923
1,53.04705882352941,162.0078431372549
1,45.66274509803922,141.78823529411764
1,62.5921568627451,163.1843137254902
1,52.043137254901964,173.31764705882352
1,72.13333333333334,142.478431372549
1,57.180392156862744,129.14509803921567
1,59.188235294117646,129.9137254901961
1,52.52549019607843,146.71372549019608
1,51.537254901960786,147.73333333333335
1,47.345098039215685,158.0862745098039
1,48.917647058823526,163.87450980392157
1,58.294117647058826,148.0156862745098
1,56.02745098039216,171.2627450980392
1,45.47450980392157,147.5607843137255
1,65.23529411764706,170.91764705882355
1,64.8156862745098,119.05882352941177
1,55.22352941176471,162.21176470588236
1,47.90588235294118,162.54117647058825
1,47.462745098039214,152.4078431372549
1,64.7921568627451,122.4
1,59.207843137254905,130.8235294117647
1,50.36470588235294,167.67058823529413
1,52.92156862745098,124.89411764705882
1,61.86666666666667,124.65882352941176
1,68.54901960784314,122.74509803921569
1,51.07450980392157,149.38039215686274
1,46.68235294117647,155.87450980392157
1,57.30980392156863,158.71372549019608
1,69.49803921568628,160.67450980392158
1,50.694117647058825,130.4
1,50.62352941176471,126.74509803921569
1,50.1764705882353,143.37254901960785
1,46.58039215686274,153.53725490196078
1,52.333333333333336,153.00392156862745
1,64.94117647058823,122.72941176470589
1,48.576470588235296,126.63529411764706
1,45.51372549019608,148.61176470588236
1,66.05490196078432,122.18039215686275
1,57.207843137254905,116.4235294117647
1,59.93333333333333,160.75294117647059
1,55.8078431372549,137.00392156862745
1,60.36862745098039,159.12156862745098
1,50.6,126.41568627450981
1,51.71764705882353,130.68235294117648
1,56.38039215686275,174.8235294117647
1,48.03921568627451,168.12549019607843
1,45.741176470588236,133.38039215686274
1,54.09411764705882,134.21176470588236
1,65.6156862745098,139.13725490196077
1,56.32156862745098,129.6470588235294
1,50.529411764705884,159.40392156862745
1,50.27843137254902,129.1137254901961
1,50.745098039215684,146.18039215686275
1,51.23137254901961,137.88235294117646
1,55.76078431372549,165.81960784313725
1,64.82745098039216,157.30196078431374
1,49.56078431372549,155.9686274509804
1,66.1686274509804,154.2901960784314
1,57.8235294117647,148.20392156862744
1,46.08627450980392,161.96078431372547
1,53.23137254901961,130.55686274509804
1,63.39607843137255,154.08627450980393
1,52.44705882352941,168.28235294117647
1,73.67450980392157,137.41176470588235
1,46.4078431372549,164.0156862745098
1,62.45882352941177,144.0
1,54.06666666666667,170.60392156862747
1,44.10980392156863,152.3607843137255
1,63.72156862745098,173.80392156862746
1,53.8156862745098,168.12549019607843
1,50.80392156862745,156.87843137254902
1,72.34901960784313,148.56470588235294
1,66.37647058823529,171.27843137254902
1,71.69803921568628,134.93333333333334
1,60.64705882352941,156.28235294117647
1,53.67058823529412,151.45098039215685
1,50.42745098039216,128.50196078431372
1,74.55686274509804,146.05490196078432
1,68.51372549019608,130.71372549019608
1,53.674509803921566,175.82745098039214
1,58.666666666666664,174.7450980392157
1,53.48627450980392,166.8078431372549
1,50.713725490196076,172.72156862745098
1,65.42745098039215,140.83137254901962
1,53.05490196078431,173.6156862745098
1,56.090196078431376,134.19607843137254
1,52.325490196078434,145.4745098039216
1,61.996078431372545,155.78039215686275
1,58.345098039215685,173.80392156862746
1,45.39607843137255,156.078431372549
1,62.023529411764706,153.81960784313725
1,62.792156862745095,163.2
1,45.36862745098039,153.31764705882352
1,62.9921568627451,144.39215686274508
1,55.03137254901961,172.06274509803922
1,47.537254901960786,132.04705882352943
1,48.79607843137255,152.42352941176472
1,72.61960784313726,134.46274509803922
1,71.83921568627451,146.4313725490196
1,59.51764705882353,152.92549019607844
1,61.32941176470588,157.2549019607843
1,53.043137254901964,120.43921568627451
1,48.792156862745095,128.17254901960783
1,44.14901960784314,149.12941176470588
1,58.03921568627451,154.94901960784313
1,56.831372549019605,172.84705882352944
1,49.69803921568627,160.64313725490194
1,57.03137254901961,159.52941176470588
1,53.28235294117647,153.06666666666666
1,44.07450980392157,145.88235294117646
1,47.372549019607845,161.14509803921567
1,60.51372549019608,172.28235294117647
1,52.956862745098036,133.88235294117646
1,51.83529411764706,158.79215686274512
1,55.16470588235294,140.62745098039215
1,59.66274509803922,149.66274509803924
1,51.333333333333336,169.49019607843138
1,69.06274509803922,164.58039215686273
1,58.25098039215686,135.85882352941178
1,47.13333333333333,149.08235294117645
1,65.27058823529411,145.00392156862745
1,67.20392156862745,161.96078431372547
1,46.831372549019605,134.55686274509804
1,58.450980392156865,170.87058823529412
1,64.01960784313725,148.76862745098038
1,45.909803921568624,134.14901960784312
1,49.423529411764704,149.36470588235295
1,51.61176470588235,174.24313725490197
1,63.858823529411765,164.50196078431372
1,58.023529411764706,142.32156862745097
1,60.84313725490196,129.47450980392156
1,50.8156862745098,127.6078431372549
1,49.588235294117645,147.12156862745098
1,67.96078431372548,128.50196078431372
1,56.529411764705884,152.62745098039215
1,68.26274509803922,134.478431372549
1,45.83921568627451,144.75294117647059
1,48.529411764705884,124.67450980392158
1,57.63921568627451,154.0078431372549
1,46.090196078431376,146.54117647058823
1,62.36078431372549,123.01176470588236
1,61.12549019607843,146.478431372549
1,54.831372549019605,131.29411764705884
1,56.8156862745098,144.56470588235294
1,54.77647058823529,161.05098039215687
1,45.63921568627451,149.31764705882352
1,54.345098039215685,134.8862745098039
1,45.615686274509805,132.84705882352944
1,46.70196078431373,132.28235294117647
1,54.14509803921569,175.76470588235293
1,55.870588235294115,169.41176470588235
1,44.03137254901961,150.30588235294118
1,51.34117647058824,164.8
1,47.4078431372549,135.79607843137254
1,57.44313725490196,173.28627450980392
1,49.89019607843137,135.1529411764706
1,59.568627450980394,163.9686274509804
1,58.101960784313725,173.96078431372547
1,47.68627450980392,140.18823529411765
1,51.956862745098036,145.69411764705882
1,69.7607843137255,136.8313725490196
1,44.023529411764706,144.09411764705882
1,51.450980392156865,146.79215686274512
1,51.16078431372549,135.1529411764706
1,46.23529411764706,163.54509803921567
1,64.20392156862745,122.19607843137254
1,44.984313725490196,139.85882352941178
1,48.33725490196078,158.57254901960783
1,52.91372549019608,176.04705882352943
1,47.87843137254902,167.81176470588235
1,51.36078431372549,172.3764705882353
1,54.266666666666666,164.72156862745098
1,49.28235294117647,150.93333333333334
1,53.05490196078431,144.56470588235294
1,47.17254901960784,153.75686274509803
1,52.27843137254902,169.06666666666666
1,63.52549019607843,120.0156862745098
1,53.02745098039216,150.76078431372548
1,57.40392156862745,175.921568627451
1,58.19607843137255,144.3450980392157
1,61.36862745098039,175.9843137254902
1,72.25490196078431,149.38039215686274
1,50.345098039215685,158.8862745098039
1,47.85098039215686,151.60784313725492
1,53.03137254901961,133.1921568627451
1,50.207843137254905,169.09803921568627
1,56.2,172.67450980392158
1,52.82745098039216,164.62745098039215
1,45.75686274509804,137.33333333333331
1,62.8235294117647,175.40392156862745
1,54.431372549019606,170.18039215686275
1,63.82745098039216,146.0235294117647
1,57.46666666666667,170.4313725490196
1,45.73725490196078,152.86274509803923
1,47.72941176470588,150.05490196078432
1,46.819607843137256,165.49019607843138
1,54.831372549019605,175.41960784313727
1,56.33725490196078,164.56470588235294
1,55.30196078431373,177.88235294117646
1,53.90196078431372,146.94901960784313
1,54.28235294117647,176.50196078431372
1,64.4235294117647,118.02352941176471
1,62.05490196078431,154.0078431372549
1,53.082352941176474,137.7098039215686
1,58.88627450980392,146.18039215686275
1,51.40392156862745,148.4078431372549
1,50.47843137254902,140.67450980392158
1,71.25882352941177,165.85098039215688
1,58.14509803921569,178.93333333333334
1,53.65882352941176,162.0705882352941
1,61.19607843137255,137.1137254901961
1,52.61176470588235,174.8235294117647
1,53.01176470588236,150.8862745098039
1,64.30588235294118,128.0470588235294
1,65.25098039215686,162.478431372549
1,43.97254901960784,143.52941176470588
1,53.90196078431372,132.06274509803922
1,69.09019607843138,122.99607843137255
1,51.21568627450981,168.23529411764707
1,64.7764705882353,161.00392156862745
1,49.772549019607844,147.04313725490198
1,48.23921568627451,142.49411764705883
1,44.51764705882353,155.5607843137255
1,45.52549019607843,138.0235294117647
1,48.24313725490196,137.91372549019607
1,58.35294117647059,173.96078431372547
1,57.52549019607843,146.0235294117647
1,50.05490196078431,154.65098039215684
1,62.2,178.05490196078432
1,72.38039215686274,132.25098039215686
1,50.976470588235294,156.51764705882354
